year,city,party,mention_count
2007,Keuruu,Suomen Keskusta,20
2007,Keuruu,Vasemmistoliitto,2
2007,Keuruu,Suomen Sosialidemokraattinen Puolue,1
2007,Keuruu,Vihreä liitto,1
2007,Alajärvi,Vasemmistoliitto,3
2007,Saarijärvi,Suomen Kristillisdemokraatit,3
2007,Saarijärvi,Vasemmistoliitto,1
2007,Saarijärvi,Suomen Keskusta,7
2007,Saarijärvi,Suomen Sosialidemokraattinen Puolue,1
2007,Orivesi,Suomen Keskusta,1
2007,Orivesi,Suomen Sosialidemokraattinen Puolue,1
2007,Hanko,Suomen Keskusta,1
2007,Hanko,Suomen Sosialidemokraattinen Puolue,1
2007,Hanko,Vihreä liitto,2
2007,Hanko,Vasemmistoliitto,1
2007,Hanko,Kansallinen Kokoomus,1
2007,Kuhmo,Suomen Keskusta,3
2007,Kuhmo,Vasemmistoliitto,1
2007,Kiuruvesi,Suomen Keskusta,1
2007,Pudasjärvi,Suomen Sosialidemokraattinen Puolue,2
2007,Pudasjärvi,Vasemmistoliitto,1
2007,Uusikaarlepyy,Suomen Sosialidemokraattinen Puolue,1
2007,Kemijärvi,Kansallinen Kokoomus,4
2007,Kemijärvi,Suomen Keskusta,23
2007,Kemijärvi,Vasemmistoliitto,22
2007,Kemijärvi,Suomen Sosialidemokraattinen Puolue,14
2007,Kemijärvi,Vihreä liitto,10
2007,Kemijärvi,Suomen Kristillisdemokraatit,3
2007,Kokemäki,Kansallinen Kokoomus,2
2007,Kokemäki,Suomen Sosialidemokraattinen Puolue,1
2007,Kokemäki,Suomen Keskusta,1
2007,Haapajärvi,Suomen Keskusta,5
2007,Ikaalinen,Suomen Sosialidemokraattinen Puolue,1
2007,Harjavalta,Suomen ruotsalainen kansanpuolue,1
2007,Haapavesi,Vasemmistoliitto,2
2007,Outokumpu,Suomen Kansan Demokraattinen Liitto,1
2007,Outokumpu,Vasemmistoliitto,20
2007,Outokumpu,Suomen Keskusta,9
2007,Outokumpu,Suomen Sosialidemokraattinen Puolue,12
2007,Outokumpu,Suomen Kristillisdemokraatit,7
2007,Outokumpu,Kansallinen Kokoomus,2
2007,Virrat,Suomen Sosialidemokraattinen Puolue,1
2007,Parkano,Suomen Keskusta,4
2007,Viitasaari,Suomen Kristillisdemokraatit,3
2007,Viitasaari,Suomen Keskusta,1
2007,Ähtäri,Suomen Keskusta,6
2007,Kannus,Suomen Sosialidemokraattinen Puolue,4
2007,Kannus,Suomen Keskusta,1
2007,Pyhäjärvi,Vihreä liitto,1
2009,Helsinki,Vihreä liitto,43
2009,Helsinki,Suomen Keskusta,107
2009,Helsinki,Suomen ruotsalainen kansanpuolue,12
2009,Helsinki,Vasemmistoliitto,78
2009,Helsinki,Suomen Kristillisdemokraatit,21
2009,Helsinki,Kansallinen Kokoomus,153
2009,Helsinki,Suomen Sosialidemokraattinen Puolue,143
2009,Helsinki,Perussuomalaiset,13
2009,Helsinki,Suomen Kansan Demokraattinen Liitto,2
2009,Helsinki,Sininen tulevaisuus,2
2009,Espoo,Kansallinen Kokoomus,15
2009,Espoo,Suomen Sosialidemokraattinen Puolue,14
2009,Espoo,Vasemmistoliitto,7
2009,Espoo,Sininen tulevaisuus,1
2009,Espoo,Vihreä liitto,6
2009,Espoo,Suomen Keskusta,6
2009,Espoo,Suomen ruotsalainen kansanpuolue,2
2009,Tampere,Suomen Keskusta,33
2009,Tampere,Vasemmistoliitto,7
2009,Tampere,Suomen Sosialidemokraattinen Puolue,33
2009,Tampere,Kansallinen Kokoomus,33
2009,Tampere,Suomen Kansan Demokraattinen Liitto,2
2009,Tampere,Suomen Kristillisdemokraatit,4
2009,Tampere,Suomen ruotsalainen kansanpuolue,1
2009,Tampere,Vihreä liitto,4
2009,Vantaa,Vihreä liitto,3
2009,Vantaa,Kansallinen Kokoomus,14
2009,Vantaa,Suomen Sosialidemokraattinen Puolue,9
2009,Vantaa,Suomen Keskusta,7
2009,Vantaa,Vasemmistoliitto,6
2009,Vantaa,Perussuomalaiset,4
2009,Vantaa,Suomen ruotsalainen kansanpuolue,1
2009,Oulu,Vihreä liitto,48
2009,Oulu,Suomen Sosialidemokraattinen Puolue,14
2009,Oulu,Perussuomalaiset,1
2009,Oulu,Kansallinen Kokoomus,34
2009,Oulu,Suomen Kristillisdemokraatit,18
2009,Oulu,Vasemmistoliitto,10
2009,Oulu,Suomen ruotsalainen kansanpuolue,2
2009,Oulu,Suomen Keskusta,29
2009,Turku,Kansallinen Kokoomus,38
2009,Turku,Suomen Keskusta,22
2009,Turku,Suomen Sosialidemokraattinen Puolue,25
2009,Turku,Vasemmistoliitto,10
2009,Turku,Suomen Kristillisdemokraatit,10
2009,Turku,Vihreä liitto,7
2009,Turku,Suomen ruotsalainen kansanpuolue,3
2009,Turku,Perussuomalaiset,1
2009,Jyväskylä,Suomen Kristillisdemokraatit,16
2009,Jyväskylä,Suomen Keskusta,31
2009,Jyväskylä,Suomen Sosialidemokraattinen Puolue,15
2009,Jyväskylä,Vasemmistoliitto,18
2009,Jyväskylä,Kansallinen Kokoomus,6
2009,Jyväskylä,Vihreä liitto,2
2009,Kuopio,Suomen Sosialidemokraattinen Puolue,29
2009,Kuopio,Suomen Kristillisdemokraatit,3
2009,Kuopio,Kansallinen Kokoomus,36
2009,Kuopio,Suomen Keskusta,42
2009,Kuopio,Vasemmistoliitto,28
2009,Kuopio,Vihreä liitto,7
2009,Kuopio,Suomen ruotsalainen kansanpuolue,2
2009,Kuopio,Perussuomalaiset,2
2009,Kuopio,Suomen Kansan Demokraattinen Liitto,1
2009,Lahti,Kansallinen Kokoomus,19
2009,Lahti,Suomen Keskusta,3
2009,Lahti,Vasemmistoliitto,6
2009,Lahti,Suomen Sosialidemokraattinen Puolue,6
2009,Lahti,Suomen Kristillisdemokraatit,2
2009,Lahti,Perussuomalaiset,1
2009,Pori,Suomen Sosialidemokraattinen Puolue,13
2009,Pori,Vihreä liitto,2
2009,Pori,Kansallinen Kokoomus,13
2009,Pori,Suomen Keskusta,16
2009,Pori,Vasemmistoliitto,1
2009,Kouvola,Kansallinen Kokoomus,4
2009,Kouvola,Suomen Kristillisdemokraatit,2
2009,Kouvola,Suomen Keskusta,8
2009,Kouvola,Vasemmistoliitto,5
2009,Kouvola,Suomen Sosialidemokraattinen Puolue,2
2009,Joensuu,Vasemmistoliitto,3
2009,Joensuu,Kansallinen Kokoomus,11
2009,Joensuu,Suomen Sosialidemokraattinen Puolue,18
2009,Joensuu,Suomen Keskusta,11
2009,Joensuu,Suomen Kristillisdemokraatit,3
2009,Joensuu,Vihreä liitto,1
2009,Joensuu,Perussuomalaiset,1
2009,Lappeenranta,Suomen Keskusta,4
2009,Lappeenranta,Vasemmistoliitto,3
2009,Lappeenranta,Suomen Sosialidemokraattinen Puolue,10
2009,Lappeenranta,Suomen Kristillisdemokraatit,2
2009,Lappeenranta,Kansallinen Kokoomus,10
2009,Hämeenlinna,Vihreä liitto,5
2009,Hämeenlinna,Suomen Sosialidemokraattinen Puolue,9
2009,Hämeenlinna,Suomen Keskusta,2
2009,Hämeenlinna,Kansallinen Kokoomus,8
2009,Hämeenlinna,Suomen Kristillisdemokraatit,1
2009,Hämeenlinna,Suomen ruotsalainen kansanpuolue,1
2009,Vaasa,Suomen ruotsalainen kansanpuolue,13
2009,Vaasa,Suomen Keskusta,10
2009,Vaasa,Suomen Sosialidemokraattinen Puolue,14
2009,Vaasa,Suomen Kristillisdemokraatit,4
2009,Vaasa,Perussuomalaiset,2
2009,Vaasa,Kansallinen Kokoomus,10
2009,Vaasa,Vihreä liitto,2
2009,Seinäjoki,Suomen Sosialidemokraattinen Puolue,5
2009,Seinäjoki,Suomen ruotsalainen kansanpuolue,5
2009,Seinäjoki,Suomen Keskusta,13
2009,Seinäjoki,Kansallinen Kokoomus,7
2009,Seinäjoki,Vasemmistoliitto,1
2009,Seinäjoki,Suomen Kristillisdemokraatit,2
2009,Rovaniemi,Perussuomalaiset,2
2009,Rovaniemi,Vihreä liitto,2
2009,Rovaniemi,Suomen Keskusta,7
2009,Rovaniemi,Vasemmistoliitto,10
2009,Rovaniemi,Suomen Sosialidemokraattinen Puolue,9
2009,Rovaniemi,Kansallinen Kokoomus,3
2009,Mikkeli,Kansallinen Kokoomus,7
2009,Mikkeli,Suomen Keskusta,3
2009,Mikkeli,Vihreä liitto,1
2009,Mikkeli,Vasemmistoliitto,1
2009,Mikkeli,Suomen Sosialidemokraattinen Puolue,4
2009,Mikkeli,Suomen Kristillisdemokraatit,1
2009,Kotka,Kansallinen Kokoomus,4
2009,Kotka,Suomen Sosialidemokraattinen Puolue,7
2009,Kotka,Vasemmistoliitto,20
2009,Salo,Suomen Keskusta,6
2009,Salo,Suomen Sosialidemokraattinen Puolue,2
2009,Salo,Perussuomalaiset,1
2009,Salo,Kansallinen Kokoomus,2
2009,Salo,Suomen ruotsalainen kansanpuolue,1
2009,Porvoo,Suomen Sosialidemokraattinen Puolue,4
2009,Porvoo,Vasemmistoliitto,2
2009,Porvoo,Perussuomalaiset,3
2009,Kokkola,Suomen Keskusta,3
2009,Kokkola,Suomen Sosialidemokraattinen Puolue,6
2009,Kokkola,Vasemmistoliitto,2
2009,Kokkola,Suomen Kristillisdemokraatit,2
2009,Kokkola,Kansallinen Kokoomus,3
2009,Kokkola,Suomen ruotsalainen kansanpuolue,6
2009,Hyvinkää,Suomen Sosialidemokraattinen Puolue,1
2009,Lohja,Suomen Sosialidemokraattinen Puolue,3
2009,Järvenpää,Suomen Sosialidemokraattinen Puolue,6
2009,Järvenpää,Kansallinen Kokoomus,1
2009,Rauma,Suomen Sosialidemokraattinen Puolue,2
2009,Rauma,Kansallinen Kokoomus,1
2009,Rauma,Suomen Keskusta,2
2009,Kerava,Suomen Keskusta,3
2009,Kerava,Kansallinen Kokoomus,5
2009,Kerava,Vasemmistoliitto,1
2009,Kerava,Suomen ruotsalainen kansanpuolue,1
2009,Kerava,Suomen Sosialidemokraattinen Puolue,3
2009,Kerava,Vihreä liitto,1
2009,Kajaani,Suomen Sosialidemokraattinen Puolue,12
2009,Kajaani,Kansallinen Kokoomus,2
2009,Kajaani,Vasemmistoliitto,6
2009,Kajaani,Suomen Keskusta,8
2009,Nokia,Vasemmistoliitto,16
2009,Nokia,Suomen Kristillisdemokraatit,3
2009,Nokia,Kansallinen Kokoomus,11
2009,Nokia,Vihreä liitto,8
2009,Nokia,Perussuomalaiset,4
2009,Nokia,Suomen Keskusta,8
2009,Nokia,Suomen Sosialidemokraattinen Puolue,7
2009,Nokia,Suomen Kansan Demokraattinen Liitto,1
2009,Savonlinna,Suomen Keskusta,9
2009,Savonlinna,Vihreä liitto,6
2009,Savonlinna,Suomen Sosialidemokraattinen Puolue,3
2009,Savonlinna,Kansallinen Kokoomus,2
2009,Savonlinna,Vasemmistoliitto,2
2009,Kangasala,Suomen Sosialidemokraattinen Puolue,1
2009,Kangasala,Suomen Keskusta,1
2009,Riihimäki,Suomen Kristillisdemokraatit,1
2009,Riihimäki,Kansallinen Kokoomus,2
2009,Riihimäki,Vasemmistoliitto,1
2009,Riihimäki,Vihreä liitto,1
2009,Raasepori,Suomen Sosialidemokraattinen Puolue,1
2009,Raasepori,Suomen ruotsalainen kansanpuolue,1
2009,Raasepori,Kansallinen Kokoomus,1
2009,Imatra,Suomen Sosialidemokraattinen Puolue,3
2009,Imatra,Vihreä liitto,1
2009,Imatra,Kansallinen Kokoomus,3
2009,Raisio,Kansallinen Kokoomus,3
2009,Raisio,Suomen Sosialidemokraattinen Puolue,1
2009,Raahe,Vasemmistoliitto,4
2009,Raahe,Suomen Kristillisdemokraatit,1
2009,Sastamala,Kansallinen Kokoomus,3
2009,Sastamala,Suomen Keskusta,2
2009,Tornio,Suomen Kristillisdemokraatit,7
2009,Tornio,Vasemmistoliitto,3
2009,Tornio,Suomen Sosialidemokraattinen Puolue,3
2009,Tornio,Suomen Keskusta,3
2009,Tornio,Vihreä liitto,1
2009,Iisalmi,Suomen Sosialidemokraattinen Puolue,1
2009,Iisalmi,Suomen Keskusta,2
2009,Valkeakoski,Suomen Sosialidemokraattinen Puolue,3
2009,Valkeakoski,Suomen Kansan Demokraattinen Liitto,2
2009,Valkeakoski,Kansallinen Kokoomus,3
2009,Valkeakoski,Vasemmistoliitto,1
2009,Valkeakoski,Suomen Keskusta,1
2009,Kurikka,Suomen Keskusta,2
2009,Kemi,Vasemmistoliitto,7
2009,Kemi,Kansallinen Kokoomus,3
2009,Kemi,Suomen Kristillisdemokraatit,1
2009,Kemi,Suomen Keskusta,4
2009,Kemi,Suomen Sosialidemokraattinen Puolue,1
2009,Varkaus,Suomen Keskusta,10
2009,Varkaus,Vihreä liitto,4
2009,Varkaus,Suomen Sosialidemokraattinen Puolue,11
2009,Varkaus,Vasemmistoliitto,3
2009,Varkaus,Suomen Kristillisdemokraatit,2
2009,Varkaus,Suomen ruotsalainen kansanpuolue,1
2009,Varkaus,Kansallinen Kokoomus,1
2009,Jämsä,Suomen Keskusta,2
2009,Jämsä,Suomen Kristillisdemokraatit,2
2009,Jämsä,Suomen Sosialidemokraattinen Puolue,9
2009,Jämsä,Vasemmistoliitto,3
2009,Jämsä,Vihreä liitto,1
2009,Hamina,Vihreä liitto,2
2009,Hamina,Suomen Sosialidemokraattinen Puolue,3
2009,Hamina,Vasemmistoliitto,7
2009,Hamina,Suomen Keskusta,4
2009,Hamina,Kansallinen Kokoomus,2
2009,Hamina,Suomen Kristillisdemokraatit,1
2009,Pietarsaari,Kansallinen Kokoomus,3
2009,Pietarsaari,Suomen ruotsalainen kansanpuolue,6
2009,Pietarsaari,Suomen Kristillisdemokraatit,1
2009,Pietarsaari,Suomen Sosialidemokraattinen Puolue,1
2009,Pietarsaari,Suomen Keskusta,1
2009,Heinola,Vasemmistoliitto,4
2009,Heinola,Suomen Sosialidemokraattinen Puolue,4
2009,Heinola,Suomen Keskusta,2
2009,Heinola,Suomen Kristillisdemokraatit,1
2009,Heinola,Vihreä liitto,1
2009,Heinola,Kansallinen Kokoomus,2
2009,Pieksämäki,Suomen Keskusta,3
2009,Forssa,Suomen Keskusta,1
2009,Akaa,Suomen Kristillisdemokraatit,1
2009,Akaa,Suomen Keskusta,1
2009,Akaa,Suomen Sosialidemokraattinen Puolue,1
2009,Orimattila,Suomen Sosialidemokraattinen Puolue,1
2009,Kauhava,Kansallinen Kokoomus,1
2009,Kauhava,Suomen Keskusta,1
2009,Kauhava,Vasemmistoliitto,1
2009,Kauhava,Suomen Kansan Demokraattinen Liitto,1
2009,Ylivieska,Vihreä liitto,1
2009,Ylivieska,Suomen Sosialidemokraattinen Puolue,1
2009,Ylivieska,Kansallinen Kokoomus,1
2009,Kuusamo,Suomen Keskusta,4
2009,Kuusamo,Vasemmistoliitto,1
2009,Kuusamo,Suomen Kristillisdemokraatit,1
2009,Kuusamo,Suomen Sosialidemokraattinen Puolue,1
2009,Loviisa,Vasemmistoliitto,1
2009,Loviisa,Suomen Keskusta,2
2009,Loviisa,Perussuomalaiset,1
2009,Loviisa,Suomen Sosialidemokraattinen Puolue,2
2009,Loviisa,Vihreä liitto,2
2009,Loviisa,Kansallinen Kokoomus,3
2009,Lapua,Suomen Keskusta,1
2009,Kauhajoki,Suomen Keskusta,11
2009,Kauhajoki,Perussuomalaiset,1
2009,Kauhajoki,Vasemmistoliitto,4
2009,Kauhajoki,Kansallinen Kokoomus,7
2009,Kauhajoki,Suomen Sosialidemokraattinen Puolue,9
2009,Kauhajoki,Suomen Kristillisdemokraatit,2
2009,Kauhajoki,Vihreä liitto,2
2009,Kankaanpää,Suomen Keskusta,1
2009,Ulvila,Suomen Keskusta,1
2009,Ulvila,Kansallinen Kokoomus,1
2009,Maarianhamina,Suomen Kristillisdemokraatit,1
2009,Lieksa,Suomen Sosialidemokraattinen Puolue,6
2009,Lieksa,Suomen Keskusta,1
2009,Kauniainen,Vasemmistoliitto,2
2009,Kauniainen,Kansallinen Kokoomus,1
2009,Kauniainen,Suomen Kristillisdemokraatit,3
2009,Kauniainen,Suomen Keskusta,1
2009,Kauniainen,Suomen Sosialidemokraattinen Puolue,2
2009,Kitee,Suomen Keskusta,1
2009,Kitee,Suomen Sosialidemokraattinen Puolue,5
2009,Kitee,Suomen Kristillisdemokraatit,1
2009,Närpiö,Kansallinen Kokoomus,1
2009,Nurmes,Suomen Sosialidemokraattinen Puolue,2
2009,Nurmes,Suomen Keskusta,2
2009,Nurmes,Perussuomalaiset,1
2009,Nurmes,Kansallinen Kokoomus,1
2009,Keuruu,Suomen Keskusta,18
2009,Keuruu,Suomen Kristillisdemokraatit,1
2009,Keuruu,Vasemmistoliitto,1
2009,Alajärvi,Perussuomalaiset,3
2009,Alajärvi,Suomen Keskusta,1
2009,Saarijärvi,Perussuomalaiset,1
2009,Saarijärvi,Suomen Kristillisdemokraatit,2
2009,Saarijärvi,Suomen Sosialidemokraattinen Puolue,1
2009,Orivesi,Suomen Sosialidemokraattinen Puolue,2
2009,Orivesi,Vasemmistoliitto,1
2009,Karkkila,Suomen Keskusta,1
2009,Karkkila,Vihreä liitto,1
2009,Somero,Suomen Keskusta,1
2009,Laitila,Suomen Keskusta,1
2009,Hanko,Suomen Kristillisdemokraatit,1
2009,Hanko,Kansallinen Kokoomus,2
2009,Hanko,Vasemmistoliitto,2
2009,Hanko,Suomen Sosialidemokraattinen Puolue,3
2009,Hanko,Vihreä liitto,1
2009,Hanko,Suomen Keskusta,1
2009,Hanko,Suomen ruotsalainen kansanpuolue,1
2009,Kuhmo,Suomen Sosialidemokraattinen Puolue,2
2009,Kuhmo,Suomen Keskusta,4
2009,Kuhmo,Vasemmistoliitto,1
2009,Kuhmo,Suomen Kristillisdemokraatit,1
2009,Pudasjärvi,Suomen Keskusta,3
2009,Pudasjärvi,Suomen Sosialidemokraattinen Puolue,2
2009,Kemijärvi,Vasemmistoliitto,12
2009,Kemijärvi,Suomen Keskusta,4
2009,Kemijärvi,Suomen Sosialidemokraattinen Puolue,4
2009,Kemijärvi,Kansallinen Kokoomus,1
2009,Kemijärvi,Suomen Kristillisdemokraatit,1
2009,Kokemäki,Kansallinen Kokoomus,1
2009,Kokemäki,Vasemmistoliitto,2
2009,Kokemäki,Suomen Keskusta,2
2009,Suonenjoki,Suomen Keskusta,1
2009,Haapajärvi,Vasemmistoliitto,1
2009,Harjavalta,Kansallinen Kokoomus,1
2009,Harjavalta,Suomen Keskusta,1
2009,Haapavesi,Vihreä liitto,2
2009,Outokumpu,Kansallinen Kokoomus,2
2009,Outokumpu,Vasemmistoliitto,3
2009,Virrat,Suomen Keskusta,1
2009,Parkano,Vasemmistoliitto,1
2009,Parkano,Suomen Keskusta,2
2009,Parkano,Suomen Kristillisdemokraatit,1
2009,Ähtäri,Suomen Keskusta,1
2009,Kaskinen,Vasemmistoliitto,3
2009,Kaskinen,Suomen Keskusta,1
2009,Kaskinen,Suomen Kristillisdemokraatit,1
2009,Kaskinen,Suomen ruotsalainen kansanpuolue,1
2005,Helsinki,Suomen Keskusta,64
2005,Helsinki,Vasemmistoliitto,59
2005,Helsinki,Vihreä liitto,72
2005,Helsinki,Suomen Kristillisdemokraatit,27
2005,Helsinki,Kansallinen Kokoomus,103
2005,Helsinki,Suomen Sosialidemokraattinen Puolue,79
2005,Helsinki,Perussuomalaiset,12
2005,Helsinki,Sininen tulevaisuus,1
2005,Helsinki,Suomen ruotsalainen kansanpuolue,5
2005,Helsinki,Suomen Kansan Demokraattinen Liitto,1
2005,Espoo,Suomen ruotsalainen kansanpuolue,2
2005,Espoo,Kansallinen Kokoomus,13
2005,Espoo,Sininen tulevaisuus,4
2005,Espoo,Suomen Sosialidemokraattinen Puolue,11
2005,Espoo,Vihreä liitto,11
2005,Espoo,Vasemmistoliitto,7
2005,Espoo,Suomen Keskusta,1
2005,Espoo,Suomen Kristillisdemokraatit,1
2005,Tampere,Suomen Keskusta,35
2005,Tampere,Suomen Sosialidemokraattinen Puolue,28
2005,Tampere,Vasemmistoliitto,13
2005,Tampere,Kansallinen Kokoomus,26
2005,Tampere,Vihreä liitto,17
2005,Tampere,Suomen Kristillisdemokraatit,7
2005,Tampere,Suomen Kansan Demokraattinen Liitto,4
2005,Tampere,Perussuomalaiset,1
2005,Tampere,Suomen ruotsalainen kansanpuolue,1
2005,Vantaa,Vihreä liitto,12
2005,Vantaa,Suomen Sosialidemokraattinen Puolue,17
2005,Vantaa,Kansallinen Kokoomus,16
2005,Vantaa,Suomen Keskusta,12
2005,Vantaa,Sininen tulevaisuus,3
2005,Vantaa,Suomen Kristillisdemokraatit,2
2005,Vantaa,Vasemmistoliitto,13
2005,Vantaa,Perussuomalaiset,1
2005,Oulu,Suomen Sosialidemokraattinen Puolue,17
2005,Oulu,Kansallinen Kokoomus,22
2005,Oulu,Suomen Keskusta,31
2005,Oulu,Suomen Kristillisdemokraatit,17
2005,Oulu,Vihreä liitto,29
2005,Oulu,Perussuomalaiset,2
2005,Oulu,Vasemmistoliitto,15
2005,Turku,Suomen Sosialidemokraattinen Puolue,17
2005,Turku,Vihreä liitto,11
2005,Turku,Suomen Kristillisdemokraatit,3
2005,Turku,Kansallinen Kokoomus,25
2005,Turku,Vasemmistoliitto,16
2005,Turku,Suomen Keskusta,19
2005,Turku,Suomen Kansan Demokraattinen Liitto,1
2005,Turku,Sininen tulevaisuus,2
2005,Turku,Suomen ruotsalainen kansanpuolue,5
2005,Turku,Perussuomalaiset,1
2005,Jyväskylä,Vihreä liitto,5
2005,Jyväskylä,Suomen Keskusta,24
2005,Jyväskylä,Suomen Kristillisdemokraatit,13
2005,Jyväskylä,Vasemmistoliitto,15
2005,Jyväskylä,Kansallinen Kokoomus,8
2005,Jyväskylä,Suomen Sosialidemokraattinen Puolue,10
2005,Jyväskylä,Perussuomalaiset,2
2005,Kuopio,Kansallinen Kokoomus,7
2005,Kuopio,Suomen Sosialidemokraattinen Puolue,8
2005,Kuopio,Vasemmistoliitto,20
2005,Kuopio,Suomen Keskusta,10
2005,Kuopio,Vihreä liitto,6
2005,Lahti,Kansallinen Kokoomus,23
2005,Lahti,Suomen Keskusta,12
2005,Lahti,Vasemmistoliitto,18
2005,Lahti,Suomen Sosialidemokraattinen Puolue,10
2005,Lahti,Suomen Kristillisdemokraatit,1
2005,Lahti,Vihreä liitto,3
2005,Pori,Suomen Keskusta,6
2005,Pori,Kansallinen Kokoomus,2
2005,Pori,Suomen Kristillisdemokraatit,3
2005,Pori,Suomen Sosialidemokraattinen Puolue,9
2005,Pori,Vasemmistoliitto,1
2005,Kouvola,Vihreä liitto,1
2005,Kouvola,Kansallinen Kokoomus,9
2005,Kouvola,Vasemmistoliitto,8
2005,Kouvola,Suomen Kristillisdemokraatit,2
2005,Kouvola,Suomen Sosialidemokraattinen Puolue,10
2005,Kouvola,Suomen Keskusta,10
2005,Joensuu,Suomen Sosialidemokraattinen Puolue,20
2005,Joensuu,Suomen Keskusta,8
2005,Joensuu,Vasemmistoliitto,1
2005,Joensuu,Perussuomalaiset,1
2005,Joensuu,Kansallinen Kokoomus,4
2005,Joensuu,Suomen Kristillisdemokraatit,3
2005,Joensuu,Vihreä liitto,3
2005,Lappeenranta,Kansallinen Kokoomus,10
2005,Lappeenranta,Suomen Keskusta,5
2005,Lappeenranta,Vasemmistoliitto,3
2005,Lappeenranta,Suomen Sosialidemokraattinen Puolue,9
2005,Hämeenlinna,Kansallinen Kokoomus,10
2005,Hämeenlinna,Vasemmistoliitto,4
2005,Hämeenlinna,Perussuomalaiset,1
2005,Hämeenlinna,Suomen Keskusta,9
2005,Hämeenlinna,Suomen Sosialidemokraattinen Puolue,7
2005,Hämeenlinna,Vihreä liitto,4
2005,Hämeenlinna,Suomen ruotsalainen kansanpuolue,3
2005,Vaasa,Suomen Keskusta,12
2005,Vaasa,Perussuomalaiset,2
2005,Vaasa,Vasemmistoliitto,2
2005,Vaasa,Suomen Sosialidemokraattinen Puolue,5
2005,Vaasa,Suomen ruotsalainen kansanpuolue,1
2005,Vaasa,Vihreä liitto,1
2005,Vaasa,Kansallinen Kokoomus,5
2005,Seinäjoki,Suomen Keskusta,15
2005,Seinäjoki,Suomen Sosialidemokraattinen Puolue,13
2005,Seinäjoki,Kansallinen Kokoomus,14
2005,Seinäjoki,Perussuomalaiset,3
2005,Seinäjoki,Suomen ruotsalainen kansanpuolue,1
2005,Seinäjoki,Vasemmistoliitto,2
2005,Seinäjoki,Suomen Kristillisdemokraatit,1
2005,Rovaniemi,Suomen Keskusta,13
2005,Rovaniemi,Vasemmistoliitto,7
2005,Rovaniemi,Suomen Sosialidemokraattinen Puolue,2
2005,Rovaniemi,Vihreä liitto,3
2005,Rovaniemi,Perussuomalaiset,1
2005,Rovaniemi,Kansallinen Kokoomus,1
2005,Rovaniemi,Suomen Kristillisdemokraatit,1
2005,Mikkeli,Suomen Keskusta,6
2005,Mikkeli,Kansallinen Kokoomus,10
2005,Mikkeli,Vasemmistoliitto,4
2005,Mikkeli,Suomen Sosialidemokraattinen Puolue,2
2005,Mikkeli,Vihreä liitto,2
2005,Kotka,Kansallinen Kokoomus,5
2005,Kotka,Vasemmistoliitto,35
2005,Kotka,Suomen Keskusta,13
2005,Kotka,Suomen Kristillisdemokraatit,2
2005,Kotka,Vihreä liitto,2
2005,Kotka,Suomen Sosialidemokraattinen Puolue,4
2005,Salo,Vihreä liitto,1
2005,Salo,Kansallinen Kokoomus,4
2005,Salo,Suomen Keskusta,1
2005,Salo,Vasemmistoliitto,1
2005,Porvoo,Suomen Keskusta,2
2005,Porvoo,Vasemmistoliitto,2
2005,Porvoo,Kansallinen Kokoomus,2
2005,Kokkola,Suomen Sosialidemokraattinen Puolue,3
2005,Kokkola,Kansallinen Kokoomus,2
2005,Kokkola,Vihreä liitto,1
2005,Kokkola,Suomen ruotsalainen kansanpuolue,1
2005,Kokkola,Suomen Keskusta,1
2005,Hyvinkää,Suomen Kristillisdemokraatit,1
2005,Hyvinkää,Perussuomalaiset,1
2005,Hyvinkää,Suomen ruotsalainen kansanpuolue,1
2005,Hyvinkää,Sininen tulevaisuus,1
2005,Lohja,Vasemmistoliitto,1
2005,Lohja,Vihreä liitto,1
2005,Lohja,Suomen ruotsalainen kansanpuolue,1
2005,Lohja,Kansallinen Kokoomus,1
2005,Järvenpää,Suomen Keskusta,3
2005,Järvenpää,Suomen Sosialidemokraattinen Puolue,1
2005,Järvenpää,Vasemmistoliitto,1
2005,Rauma,Suomen Sosialidemokraattinen Puolue,4
2005,Rauma,Kansallinen Kokoomus,1
2005,Rauma,Suomen Kristillisdemokraatit,1
2005,Rauma,Suomen Keskusta,2
2005,Rauma,Vasemmistoliitto,2
2005,Kerava,Suomen Keskusta,3
2005,Kerava,Kansallinen Kokoomus,3
2005,Kerava,Suomen Kristillisdemokraatit,1
2005,Kerava,Vasemmistoliitto,1
2005,Kerava,Suomen Sosialidemokraattinen Puolue,2
2005,Kajaani,Vasemmistoliitto,14
2005,Kajaani,Suomen Keskusta,3
2005,Kajaani,Suomen Sosialidemokraattinen Puolue,6
2005,Kajaani,Vihreä liitto,3
2005,Kajaani,Kansallinen Kokoomus,1
2005,Nokia,Suomen Sosialidemokraattinen Puolue,8
2005,Nokia,Vihreä liitto,4
2005,Nokia,Suomen Kansan Demokraattinen Liitto,2
2005,Nokia,Suomen Keskusta,3
2005,Nokia,Vasemmistoliitto,2
2005,Nokia,Kansallinen Kokoomus,9
2005,Nokia,Suomen Kristillisdemokraatit,4
2005,Ylöjärvi,Suomen Sosialidemokraattinen Puolue,3
2005,Ylöjärvi,Vasemmistoliitto,1
2005,Ylöjärvi,Kansallinen Kokoomus,1
2005,Savonlinna,Suomen Sosialidemokraattinen Puolue,3
2005,Savonlinna,Suomen Keskusta,6
2005,Savonlinna,Perussuomalaiset,1
