year,city,party,mention_count
2011,Lappeenranta,Suomen Sosialidemokraattinen Puolue,8
2011,Lappeenranta,Vasemmistoliitto,3
2011,Lappeenranta,Perussuomalaiset,2
2011,Lappeenranta,Suomen Keskusta,5
2011,Lappeenranta,Kansallinen Kokoomus,1
2011,Hämeenlinna,Perussuomalaiset,3
2011,Hämeenlinna,Kansallinen Kokoomus,4
2011,Hämeenlinna,Suomen Keskusta,3
2011,Hämeenlinna,Suomen ruotsalainen kansanpuolue,2
2011,Hämeenlinna,Suomen Sosialidemokraattinen Puolue,2
2011,Vaasa,Suomen Sosialidemokraattinen Puolue,16
2011,Vaasa,Kansallinen Kokoomus,8
2011,Vaasa,Suomen Keskusta,8
2011,Vaasa,Suomen ruotsalainen kansanpuolue,4
2011,Vaasa,Perussuomalaiset,3
2011,Vaasa,Vihreä liitto,1
2011,Vaasa,Vasemmistoliitto,2
2011,Seinäjoki,Suomen Keskusta,13
2011,Seinäjoki,Kansallinen Kokoomus,8
2011,Seinäjoki,Suomen Sosialidemokraattinen Puolue,5
2011,Rovaniemi,Suomen Sosialidemokraattinen Puolue,12
2011,Rovaniemi,Kansallinen Kokoomus,11
2011,Rovaniemi,Vasemmistoliitto,5
2011,Rovaniemi,Suomen Keskusta,16
2011,Rovaniemi,Suomen ruotsalainen kansanpuolue,2
2011,Rovaniemi,Suomen Kristillisdemokraatit,2
2011,Rovaniemi,Perussuomalaiset,3
2011,Rovaniemi,Vihreä liitto,1
2011,Mikkeli,Kansallinen Kokoomus,8
2011,Mikkeli,Perussuomalaiset,3
2011,Mikkeli,Suomen Keskusta,7
2011,Mikkeli,Suomen Sosialidemokraattinen Puolue,3
2011,Mikkeli,Vihreä liitto,1
2011,Mikkeli,Vasemmistoliitto,1
2011,Kotka,Suomen Sosialidemokraattinen Puolue,6
2011,Kotka,Perussuomalaiset,5
2011,Kotka,Vihreä liitto,1
2011,Kotka,Kansallinen Kokoomus,2
2011,Kotka,Vasemmistoliitto,8
2011,Kotka,Suomen Keskusta,2
2011,Salo,Kansallinen Kokoomus,3
2011,Salo,Perussuomalaiset,1
2011,Salo,Suomen Sosialidemokraattinen Puolue,2
2011,Salo,Suomen Keskusta,5
2011,Salo,Vihreä liitto,1
2011,Porvoo,Kansallinen Kokoomus,6
2011,Porvoo,Perussuomalaiset,3
2011,Porvoo,Vihreä liitto,1
2011,Porvoo,Suomen Sosialidemokraattinen Puolue,3
2011,Porvoo,Suomen Keskusta,2
2011,Porvoo,Vasemmistoliitto,3
2011,Kokkola,Suomen Sosialidemokraattinen Puolue,2
2011,Kokkola,Suomen Keskusta,1
2011,Kokkola,Kansallinen Kokoomus,1
2011,Hyvinkää,Kansallinen Kokoomus,2
2011,Hyvinkää,Vihreä liitto,1
2011,Hyvinkää,Perussuomalaiset,1
2011,Hyvinkää,Suomen Sosialidemokraattinen Puolue,1
2011,Lohja,Kansallinen Kokoomus,2
2011,Lohja,Suomen Sosialidemokraattinen Puolue,3
2011,Järvenpää,Suomen Sosialidemokraattinen Puolue,3
2011,Järvenpää,Kansallinen Kokoomus,1
2011,Rauma,Sininen tulevaisuus,1
2011,Rauma,Kansallinen Kokoomus,2
2011,Rauma,Suomen Sosialidemokraattinen Puolue,3
2011,Rauma,Suomen Keskusta,2
2011,Kerava,Suomen Keskusta,1
2011,Kerava,Kansallinen Kokoomus,2
2011,Kerava,Suomen Kristillisdemokraatit,2
2011,Kerava,Perussuomalaiset,1
2011,Kajaani,Perussuomalaiset,6
2011,Kajaani,Kansallinen Kokoomus,5
2011,Kajaani,Suomen Sosialidemokraattinen Puolue,6
2011,Kajaani,Suomen Keskusta,9
2011,Kajaani,Vihreä liitto,1
2011,Nokia,Kansallinen Kokoomus,18
2011,Nokia,Perussuomalaiset,6
2011,Nokia,Suomen Keskusta,17
2011,Nokia,Suomen Sosialidemokraattinen Puolue,13
2011,Nokia,Vihreä liitto,3
2011,Nokia,Vasemmistoliitto,7
2011,Nokia,Suomen Kristillisdemokraatit,2
2011,Ylöjärvi,Suomen Keskusta,5
2011,Ylöjärvi,Perussuomalaiset,1
2011,Savonlinna,Suomen Keskusta,6
2011,Savonlinna,Kansallinen Kokoomus,2
2011,Savonlinna,Suomen Sosialidemokraattinen Puolue,5
2011,Kangasala,Suomen Keskusta,2
2011,Riihimäki,Kansallinen Kokoomus,5
2011,Riihimäki,Vihreä liitto,1
2011,Raasepori,Kansallinen Kokoomus,2
2011,Raasepori,Suomen Sosialidemokraattinen Puolue,1
2011,Imatra,Suomen Sosialidemokraattinen Puolue,11
2011,Imatra,Vasemmistoliitto,1
2011,Imatra,Suomen Keskusta,5
2011,Imatra,Kansallinen Kokoomus,1
2011,Raisio,Vasemmistoliitto,1
2011,Raisio,Kansallinen Kokoomus,1
2011,Raahe,Perussuomalaiset,1
2011,Raahe,Vihreä liitto,1
2011,Raahe,Suomen Keskusta,1
2011,Sastamala,Kansallinen Kokoomus,2
2011,Sastamala,Sininen tulevaisuus,1
2011,Sastamala,Suomen Keskusta,2
2011,Tornio,Kansallinen Kokoomus,2
2011,Tornio,Suomen Keskusta,5
2011,Tornio,Suomen Sosialidemokraattinen Puolue,3
2011,Tornio,Suomen Kristillisdemokraatit,1
2011,Tornio,Vasemmistoliitto,3
2011,Iisalmi,Suomen Keskusta,5
2011,Iisalmi,Suomen Sosialidemokraattinen Puolue,1
2011,Valkeakoski,Suomen Keskusta,1
2011,Valkeakoski,Kansallinen Kokoomus,1
2011,Kurikka,Perussuomalaiset,4
2011,Kurikka,Suomen Keskusta,4
2011,Kurikka,Suomen Sosialidemokraattinen Puolue,1
2011,Kemi,Suomen Keskusta,10
2011,Kemi,Suomen Sosialidemokraattinen Puolue,12
2011,Kemi,Vasemmistoliitto,5
2011,Kemi,Kansallinen Kokoomus,5
2011,Kemi,Perussuomalaiset,6
2011,Varkaus,Suomen Keskusta,4
2011,Varkaus,Suomen Sosialidemokraattinen Puolue,5
2011,Varkaus,Kansallinen Kokoomus,1
2011,Jämsä,Suomen Keskusta,8
2011,Jämsä,Suomen Sosialidemokraattinen Puolue,3
2011,Jämsä,Vasemmistoliitto,2
2011,Jämsä,Suomen Kristillisdemokraatit,1
2011,Jämsä,Perussuomalaiset,1
2011,Hamina,Perussuomalaiset,2
2011,Hamina,Vasemmistoliitto,3
2011,Hamina,Suomen Keskusta,1
2011,Hamina,Suomen Sosialidemokraattinen Puolue,2
2011,Hamina,Kansallinen Kokoomus,1
2011,Naantali,Suomen Kristillisdemokraatit,1
2011,Pietarsaari,Vasemmistoliitto,1
2011,Pietarsaari,Suomen Sosialidemokraattinen Puolue,2
2011,Äänekoski,Suomen Kristillisdemokraatit,1
2011,Äänekoski,Suomen Keskusta,7
2011,Heinola,Kansallinen Kokoomus,1
2011,Heinola,Suomen Kristillisdemokraatit,1
2011,Heinola,Suomen Sosialidemokraattinen Puolue,2
2011,Pieksämäki,Suomen Keskusta,3
2011,Pieksämäki,Suomen Kristillisdemokraatit,1
2011,Forssa,Suomen Keskusta,5
2011,Forssa,Kansallinen Kokoomus,7
2011,Forssa,Suomen Sosialidemokraattinen Puolue,1
2011,Forssa,Perussuomalaiset,1
2011,Orimattila,Suomen Keskusta,2
2011,Orimattila,Kansallinen Kokoomus,3
2011,Loimaa,Kansallinen Kokoomus,1
2011,Loimaa,Perussuomalaiset,1
2011,Loimaa,Suomen Keskusta,2
2011,Kauhava,Kansallinen Kokoomus,1
2011,Kauhava,Suomen Keskusta,2
2011,Uusikaupunki,Kansallinen Kokoomus,1
2011,Ylivieska,Perussuomalaiset,1
2011,Ylivieska,Suomen Keskusta,4
2011,Kuusamo,Suomen Keskusta,7
2011,Kuusamo,Suomen Sosialidemokraattinen Puolue,1
2011,Kuusamo,Vasemmistoliitto,1
2011,Loviisa,Kansallinen Kokoomus,1
2011,Loviisa,Vihreä liitto,1
2011,Kauhajoki,Suomen Sosialidemokraattinen Puolue,1
2011,Kauhajoki,Vasemmistoliitto,2
2011,Kauhajoki,Suomen Keskusta,5
2011,Kauhajoki,Perussuomalaiset,1
2011,Kankaanpää,Suomen Keskusta,4
2011,Ulvila,Suomen Keskusta,2
2011,Ulvila,Suomen Sosialidemokraattinen Puolue,1
2011,Alavus,Suomen Keskusta,3
2011,Lieksa,Perussuomalaiset,2
2011,Lieksa,Suomen Keskusta,2
2011,Lieksa,Suomen Sosialidemokraattinen Puolue,1
2011,Kauniainen,Kansallinen Kokoomus,3
2011,Kauniainen,Suomen ruotsalainen kansanpuolue,1
2011,Kauniainen,Suomen Keskusta,1
2011,Kauniainen,Sininen tulevaisuus,1
2011,Kauniainen,Suomen Sosialidemokraattinen Puolue,5
2011,Kauniainen,Vihreä liitto,1
2011,Kitee,Suomen Sosialidemokraattinen Puolue,2
2011,Kitee,Suomen Keskusta,1
2011,Huittinen,Suomen Keskusta,2
2011,Mänttä-Vilppula,Suomen Keskusta,6
2011,Närpiö,Suomen Sosialidemokraattinen Puolue,1
2011,Keuruu,Suomen Keskusta,26
2011,Keuruu,Kansallinen Kokoomus,2
2011,Keuruu,Suomen Kristillisdemokraatit,3
2011,Keuruu,Suomen Sosialidemokraattinen Puolue,2
2011,Keuruu,Vihreä liitto,1
2011,Alajärvi,Suomen Kristillisdemokraatit,1
2011,Alajärvi,Suomen Keskusta,1
2011,Saarijärvi,Suomen Keskusta,3
2011,Saarijärvi,Suomen Kristillisdemokraatit,1
2011,Orivesi,Suomen Keskusta,4
2011,Orivesi,Suomen Sosialidemokraattinen Puolue,1
2011,Karkkila,Kansallinen Kokoomus,1
2011,Somero,Suomen Keskusta,5
2011,Somero,Kansallinen Kokoomus,2
2011,Somero,Perussuomalaiset,1
2011,Laitila,Perussuomalaiset,1
2011,Hanko,Vasemmistoliitto,3
2011,Hanko,Suomen Sosialidemokraattinen Puolue,3
2011,Hanko,Suomen Keskusta,1
2011,Hanko,Kansallinen Kokoomus,1
2011,Hanko,Perussuomalaiset,2
2011,Kuhmo,Suomen Sosialidemokraattinen Puolue,1
2011,Kuhmo,Kansallinen Kokoomus,1
2011,Kuhmo,Suomen Keskusta,2
2011,Pudasjärvi,Kansallinen Kokoomus,1
2011,Kemijärvi,Suomen Keskusta,7
2011,Kemijärvi,Suomen Sosialidemokraattinen Puolue,2
2011,Kemijärvi,Vihreä liitto,1
2011,Kemijärvi,Perussuomalaiset,3
2011,Kemijärvi,Kansallinen Kokoomus,2
2011,Kemijärvi,Vasemmistoliitto,3
2011,Oulainen,Suomen Keskusta,1
2011,Kokemäki,Suomen Keskusta,1
2011,Haapajärvi,Suomen Keskusta,5
2011,Ikaalinen,Perussuomalaiset,1
2011,Ikaalinen,Suomen Kristillisdemokraatit,1
2011,Ikaalinen,Suomen Keskusta,1
2011,Ikaalinen,Suomen Sosialidemokraattinen Puolue,1
2011,Harjavalta,Suomen Keskusta,1
2011,Outokumpu,Suomen Keskusta,9
2011,Outokumpu,Kansallinen Kokoomus,2
2011,Outokumpu,Perussuomalaiset,1
2011,Outokumpu,Vasemmistoliitto,3
2011,Outokumpu,Suomen Sosialidemokraattinen Puolue,3
2011,Virrat,Suomen Sosialidemokraattinen Puolue,1
2011,Virrat,Suomen Keskusta,2
2011,Kristiinankaupunki,Suomen Keskusta,1
2011,Kristiinankaupunki,Kansallinen Kokoomus,1
2011,Parkano,Suomen Keskusta,6
2011,Parkano,Perussuomalaiset,2
2011,Viitasaari,Suomen Keskusta,1
2011,Viitasaari,Suomen Kristillisdemokraatit,1
2011,Viitasaari,Perussuomalaiset,2
2011,Ähtäri,Suomen Keskusta,12
2011,Ähtäri,Suomen Sosialidemokraattinen Puolue,2
2011,Kaskinen,Suomen Keskusta,5
2006,Helsinki,Kansallinen Kokoomus,110
2006,Helsinki,Suomen Keskusta,90
2006,Helsinki,Suomen Sosialidemokraattinen Puolue,99
2006,Helsinki,Vasemmistoliitto,67
2006,Helsinki,Suomen Kristillisdemokraatit,29
2006,Helsinki,Vihreä liitto,58
2006,Helsinki,Suomen ruotsalainen kansanpuolue,12
2006,Helsinki,Sininen tulevaisuus,6
2006,Helsinki,Perussuomalaiset,4
2006,Espoo,Kansallinen Kokoomus,15
2006,Espoo,Vihreä liitto,12
2006,Espoo,Suomen Keskusta,9
2006,Espoo,Sininen tulevaisuus,9
2006,Espoo,Suomen Kristillisdemokraatit,6
2006,Espoo,Suomen ruotsalainen kansanpuolue,1
2006,Espoo,Vasemmistoliitto,14
2006,Espoo,Suomen Sosialidemokraattinen Puolue,16
2006,Espoo,Perussuomalaiset,1
2006,Tampere,Vasemmistoliitto,20
2006,Tampere,Kansallinen Kokoomus,44
2006,Tampere,Suomen Sosialidemokraattinen Puolue,30
2006,Tampere,Suomen Keskusta,38
2006,Tampere,Vihreä liitto,16
2006,Tampere,Suomen Kristillisdemokraatit,6
2006,Tampere,Suomen Kansan Demokraattinen Liitto,5
2006,Tampere,Perussuomalaiset,3
2006,Tampere,Suomen ruotsalainen kansanpuolue,1
2006,Vantaa,Kansallinen Kokoomus,8
2006,Vantaa,Vihreä liitto,7
2006,Vantaa,Vasemmistoliitto,3
2006,Vantaa,Suomen Sosialidemokraattinen Puolue,9
2006,Vantaa,Suomen Keskusta,4
2006,Vantaa,Suomen ruotsalainen kansanpuolue,1
2006,Vantaa,Sininen tulevaisuus,1
2006,Vantaa,Suomen Kristillisdemokraatit,2
2006,Oulu,Suomen Keskusta,39
2006,Oulu,Suomen Kristillisdemokraatit,25
2006,Oulu,Suomen Sosialidemokraattinen Puolue,16
2006,Oulu,Vihreä liitto,29
2006,Oulu,Vasemmistoliitto,9
2006,Oulu,Kansallinen Kokoomus,7
2006,Oulu,Suomen ruotsalainen kansanpuolue,1
2006,Turku,Suomen Sosialidemokraattinen Puolue,23
2006,Turku,Vasemmistoliitto,17
2006,Turku,Suomen Kristillisdemokraatit,9
2006,Turku,Suomen Keskusta,22
2006,Turku,Suomen ruotsalainen kansanpuolue,5
2006,Turku,Vihreä liitto,12
2006,Turku,Kansallinen Kokoomus,28
2006,Turku,Suomen Kansan Demokraattinen Liitto,2
2006,Jyväskylä,Kansallinen Kokoomus,6
2006,Jyväskylä,Suomen Sosialidemokraattinen Puolue,9
2006,Jyväskylä,Suomen Kristillisdemokraatit,13
2006,Jyväskylä,Suomen Keskusta,18
2006,Jyväskylä,Vasemmistoliitto,11
2006,Jyväskylä,Vihreä liitto,7
2006,Jyväskylä,Sininen tulevaisuus,1
2006,Kuopio,Suomen Sosialidemokraattinen Puolue,14
2006,Kuopio,Suomen Keskusta,19
2006,Kuopio,Suomen Kristillisdemokraatit,3
2006,Kuopio,Vasemmistoliitto,13
2006,Kuopio,Kansallinen Kokoomus,6
2006,Kuopio,Vihreä liitto,2
2006,Kuopio,Sininen tulevaisuus,2
2006,Kuopio,Ahvenanmaan maltilliset,1
2006,Lahti,Vihreä liitto,6
2006,Lahti,Perussuomalaiset,2
2006,Lahti,Suomen Sosialidemokraattinen Puolue,14
2006,Lahti,Vasemmistoliitto,41
2006,Lahti,Suomen Kristillisdemokraatit,3
2006,Lahti,Kansallinen Kokoomus,32
2006,Lahti,Suomen Keskusta,19
2006,Lahti,Sininen tulevaisuus,2
2006,Pori,Kansallinen Kokoomus,9
2006,Pori,Suomen Sosialidemokraattinen Puolue,3
2006,Pori,Suomen Keskusta,8
2006,Pori,Perussuomalaiset,2
2006,Kouvola,Kansallinen Kokoomus,13
2006,Kouvola,Suomen Keskusta,4
2006,Kouvola,Vasemmistoliitto,8
2006,Kouvola,Suomen Sosialidemokraattinen Puolue,3
2006,Kouvola,Suomen ruotsalainen kansanpuolue,2
2006,Kouvola,Perussuomalaiset,1
2006,Joensuu,Suomen Sosialidemokraattinen Puolue,27
2006,Joensuu,Suomen Keskusta,27
2006,Joensuu,Ahvenanmaan maltilliset,1
2006,Joensuu,Suomen Kristillisdemokraatit,5
2006,Joensuu,Sininen tulevaisuus,2
2006,Joensuu,Vihreä liitto,3
2006,Joensuu,Kansallinen Kokoomus,4
2006,Joensuu,Vasemmistoliitto,1
2006,Joensuu,Suomen ruotsalainen kansanpuolue,1
2006,Lappeenranta,Suomen Keskusta,9
2006,Lappeenranta,Suomen Sosialidemokraattinen Puolue,8
2006,Lappeenranta,Vasemmistoliitto,4
2006,Lappeenranta,Kansallinen Kokoomus,11
2006,Lappeenranta,Vihreä liitto,1
2006,Lappeenranta,Sininen tulevaisuus,1
2006,Hämeenlinna,Suomen Sosialidemokraattinen Puolue,13
2006,Hämeenlinna,Kansallinen Kokoomus,6
2006,Hämeenlinna,Vasemmistoliitto,6
2006,Hämeenlinna,Vihreä liitto,5
2006,Hämeenlinna,Suomen Keskusta,2
2006,Vaasa,Suomen Keskusta,15
2006,Vaasa,Suomen Sosialidemokraattinen Puolue,4
2006,Vaasa,Perussuomalaiset,2
2006,Vaasa,Vihreä liitto,2
2006,Vaasa,Kansallinen Kokoomus,8
2006,Vaasa,Suomen ruotsalainen kansanpuolue,1
2006,Vaasa,Vasemmistoliitto,1
2006,Vaasa,Sininen tulevaisuus,1
2006,Seinäjoki,Vihreä liitto,2
2006,Seinäjoki,Suomen Keskusta,25
2006,Seinäjoki,Suomen Sosialidemokraattinen Puolue,13
2006,Seinäjoki,Kansallinen Kokoomus,16
2006,Seinäjoki,Vasemmistoliitto,6
2006,Seinäjoki,Suomen Kristillisdemokraatit,5
2006,Seinäjoki,Perussuomalaiset,2
2006,Rovaniemi,Vasemmistoliitto,8
2006,Rovaniemi,Vihreä liitto,3
2006,Rovaniemi,Suomen Keskusta,14
2006,Rovaniemi,Suomen Sosialidemokraattinen Puolue,5
2006,Rovaniemi,Suomen ruotsalainen kansanpuolue,1
2006,Rovaniemi,Kansallinen Kokoomus,1
2006,Mikkeli,Suomen Sosialidemokraattinen Puolue,6
2006,Mikkeli,Suomen Keskusta,11
2006,Mikkeli,Kansallinen Kokoomus,10
2006,Mikkeli,Vasemmistoliitto,3
2006,Mikkeli,Suomen Kristillisdemokraatit,1
2006,Mikkeli,Suomen ruotsalainen kansanpuolue,1
2006,Kotka,Suomen Keskusta,10
2006,Kotka,Vasemmistoliitto,31
2006,Kotka,Kansallinen Kokoomus,15
2006,Kotka,Suomen Sosialidemokraattinen Puolue,7
2006,Kotka,Vihreä liitto,1
2006,Kotka,Suomen ruotsalainen kansanpuolue,2
2006,Kotka,Suomen Kristillisdemokraatit,1
2006,Salo,Kansallinen Kokoomus,12
2006,Salo,Suomen Keskusta,6
2006,Salo,Vihreä liitto,1
2006,Salo,Suomen Kristillisdemokraatit,2
2006,Salo,Vasemmistoliitto,1
2006,Salo,Perussuomalaiset,1
2006,Salo,Suomen Sosialidemokraattinen Puolue,1
2006,Porvoo,Suomen ruotsalainen kansanpuolue,6
2006,Porvoo,Suomen Sosialidemokraattinen Puolue,4
2006,Porvoo,Suomen Keskusta,2
2006,Porvoo,Sininen tulevaisuus,1
2006,Kokkola,Suomen Keskusta,2
2006,Kokkola,Kansallinen Kokoomus,3
2006,Kokkola,Suomen Sosialidemokraattinen Puolue,8
2006,Hyvinkää,Suomen Kristillisdemokraatit,1
2006,Hyvinkää,Suomen Keskusta,1
2006,Hyvinkää,Suomen Sosialidemokraattinen Puolue,1
2006,Hyvinkää,Perussuomalaiset,1
2006,Lohja,Vihreä liitto,1
2006,Lohja,Suomen Sosialidemokraattinen Puolue,1
2006,Lohja,Kansallinen Kokoomus,2
2006,Järvenpää,Suomen Kansan Demokraattinen Liitto,1
2006,Järvenpää,Vihreä liitto,1
2006,Järvenpää,Suomen Keskusta,4
2006,Järvenpää,Suomen Sosialidemokraattinen Puolue,1
2006,Rauma,Suomen Sosialidemokraattinen Puolue,3
2006,Rauma,Kansallinen Kokoomus,2
2006,Kerava,Suomen Keskusta,2
2006,Kerava,Suomen Kristillisdemokraatit,1
2006,Kerava,Vasemmistoliitto,1
2006,Kajaani,Kansallinen Kokoomus,4
2006,Kajaani,Suomen Sosialidemokraattinen Puolue,5
2006,Kajaani,Vasemmistoliitto,2
2006,Kajaani,Suomen Keskusta,2
2006,Kajaani,Vihreä liitto,2
2006,Kajaani,Suomen Kristillisdemokraatit,1
2006,Kaarina,Vihreä liitto,1
2006,Kaarina,Vasemmistoliitto,1
2006,Nokia,Suomen Keskusta,5
2006,Nokia,Sininen tulevaisuus,2
2006,Nokia,Vasemmistoliitto,2
2006,Nokia,Kansallinen Kokoomus,6
2006,Nokia,Suomen Sosialidemokraattinen Puolue,6
2006,Nokia,Suomen Kristillisdemokraatit,1
2006,Nokia,Vihreä liitto,5
2006,Ylöjärvi,Suomen Keskusta,1
2006,Ylöjärvi,Suomen Sosialidemokraattinen Puolue,1
2006,Savonlinna,Suomen Sosialidemokraattinen Puolue,5
2006,Savonlinna,Suomen Keskusta,15
2006,Savonlinna,Kansallinen Kokoomus,4
2006,Savonlinna,Vasemmistoliitto,1
2006,Kangasala,Suomen Keskusta,3
2006,Riihimäki,Vasemmistoliitto,2
2006,Riihimäki,Kansallinen Kokoomus,2
2006,Riihimäki,Suomen Kristillisdemokraatit,4
2006,Riihimäki,Suomen Sosialidemokraattinen Puolue,1
2006,Imatra,Suomen Sosialidemokraattinen Puolue,10
2006,Imatra,Suomen Keskusta,4
2006,Imatra,Vasemmistoliitto,5
2006,Imatra,Vihreä liitto,2
2006,Imatra,Kansallinen Kokoomus,6
2006,Imatra,Sininen tulevaisuus,1
2006,Raisio,Suomen Sosialidemokraattinen Puolue,1
2006,Raisio,Vihreä liitto,1
2006,Raahe,Vasemmistoliitto,4
2006,Raahe,Vihreä liitto,1
2006,Raahe,Suomen Keskusta,1
2006,Raahe,Suomen Sosialidemokraattinen Puolue,1
2006,Tornio,Suomen Sosialidemokraattinen Puolue,2
2006,Tornio,Suomen Keskusta,4
2006,Tornio,Vasemmistoliitto,6
2006,Tornio,Suomen Kristillisdemokraatit,1
2006,Tornio,Kansallinen Kokoomus,1
2006,Iisalmi,Suomen Keskusta,1
2006,Iisalmi,Vasemmistoliitto,1
2006,Iisalmi,Kansallinen Kokoomus,1
2006,Iisalmi,Suomen Sosialidemokraattinen Puolue,2
2006,Iisalmi,Sininen tulevaisuus,1
2006,Valkeakoski,Suomen Keskusta,1
2006,Kurikka,Suomen Kristillisdemokraatit,1
2006,Kurikka,Kansallinen Kokoomus,1
2006,Kemi,Suomen Keskusta,3
2006,Kemi,Vasemmistoliitto,10
2006,Kemi,Suomen Sosialidemokraattinen Puolue,4
2006,Kemi,Kansallinen Kokoomus,2
2006,Varkaus,Suomen Keskusta,8
2006,Varkaus,Suomen Sosialidemokraattinen Puolue,3
2006,Varkaus,Kansallinen Kokoomus,1
2006,Varkaus,Vasemmistoliitto,1
2006,Jämsä,Suomen Kristillisdemokraatit,7
2006,Jämsä,Suomen Keskusta,2
2006,Hamina,Kansallinen Kokoomus,5
2006,Hamina,Suomen Keskusta,10
2006,Hamina,Suomen Sosialidemokraattinen Puolue,6
2006,Hamina,Vasemmistoliitto,12
2006,Naantali,Suomen Sosialidemokraattinen Puolue,1
2006,Pietarsaari,Suomen Keskusta,1
2006,Pietarsaari,Kansallinen Kokoomus,2
2006,Pietarsaari,Suomen Sosialidemokraattinen Puolue,5
2006,Pietarsaari,Perussuomalaiset,1
2006,Pietarsaari,Vasemmistoliitto,1
2006,Äänekoski,Suomen Kristillisdemokraatit,5
2006,Äänekoski,Suomen Keskusta,4
2006,Heinola,Kansallinen Kokoomus,1
2006,Heinola,Vasemmistoliitto,3
2006,Pieksämäki,Suomen Keskusta,3
2006,Forssa,Vasemmistoliitto,2
2006,Forssa,Kansallinen Kokoomus,2
2006,Forssa,Suomen Keskusta,1
2006,Forssa,Suomen Sosialidemokraattinen Puolue,1
2006,Akaa,Suomen ruotsalainen kansanpuolue,1
2006,Orimattila,Vasemmistoliitto,1
2006,Loimaa,Suomen Keskusta,5
2006,Kauhava,Suomen Keskusta,7
2006,Kauhava,Kansallinen Kokoomus,1
2006,Kuusamo,Suomen Keskusta,1
2006,Kuusamo,Suomen Kristillisdemokraatit,3
2006,Kuusamo,Vihreä liitto,1
2006,Kuusamo,Vasemmistoliitto,1
2006,Parainen,Vihreä liitto,1
2006,Loviisa,Vasemmistoliitto,3
2006,Loviisa,Kansallinen Kokoomus,1
2006,Loviisa,Vihreä liitto,2
2006,Loviisa,Suomen Keskusta,1
2006,Lapua,Perussuomalaiset,2
2006,Lapua,Suomen Keskusta,1
2006,Kauhajoki,Suomen Keskusta,3
2006,Kauhajoki,Suomen Sosialidemokraattinen Puolue,1
2006,Kauhajoki,Kansallinen Kokoomus,1
2006,Kauhajoki,Suomen Kristillisdemokraatit,1
2006,Kauhajoki,Perussuomalaiset,1
2006,Kankaanpää,Suomen Keskusta,2
2006,Kankaanpää,Kansallinen Kokoomus,1
2006,Maarianhamina,Suomen Kansan Demokraattinen Liitto,1
2006,Alavus,Suomen Keskusta,2
2006,Alavus,Perussuomalaiset,1
2006,Paimio,Suomen Kristillisdemokraatit,1
2006,Lieksa,Suomen Keskusta,4
2006,Lieksa,Kansallinen Kokoomus,1
2006,Lieksa,Suomen Sosialidemokraattinen Puolue,3
2006,Lieksa,Suomen Kristillisdemokraatit,1
2006,Kauniainen,Kansallinen Kokoomus,4
2006,Kauniainen,Vasemmistoliitto,2
2006,Kauniainen,Suomen Keskusta,1
2006,Kauniainen,Suomen Kansan Demokraattinen Liitto,1
2006,Kitee,Suomen Sosialidemokraattinen Puolue,4
2006,Kitee,Suomen Kristillisdemokraatit,1
2006,Kitee,Kansallinen Kokoomus,1
2006,Kitee,Suomen Keskusta,1
2006,Nurmes,Suomen Sosialidemokraattinen Puolue,3
2006,Nurmes,Suomen Keskusta,3
2006,Keuruu,Suomen Kristillisdemokraatit,8
2006,Keuruu,Suomen Keskusta,32
2006,Keuruu,Vihreä liitto,2
2006,Keuruu,Suomen Sosialidemokraattinen Puolue,1
2006,Keuruu,Kansallinen Kokoomus,1
2006,Alajärvi,Perussuomalaiset,1
2006,Alajärvi,Suomen Keskusta,1
2006,Saarijärvi,Suomen Kristillisdemokraatit,5
2006,Saarijärvi,Suomen Keskusta,6
2006,Orivesi,Suomen Keskusta,4
2006,Karkkila,Kansallinen Kokoomus,1
2006,Karkkila,Suomen Sosialidemokraattinen Puolue,1
2006,Karkkila,Vihreä liitto,2
2006,Somero,Suomen Sosialidemokraattinen Puolue,1
2006,Somero,Suomen Kristillisdemokraatit,1
2006,Somero,Kansallinen Kokoomus,1
2006,Somero,Suomen Keskusta,1
2006,Laitila,Suomen Kristillisdemokraatit,3
2006,Hanko,Vihreä liitto,4
2006,Hanko,Suomen Keskusta,6
2006,Hanko,Suomen Sosialidemokraattinen Puolue,5
2006,Hanko,Suomen ruotsalainen kansanpuolue,1
2006,Hanko,Vasemmistoliitto,3
2006,Hanko,Kansallinen Kokoomus,3
2006,Hanko,Sininen tulevaisuus,1
2006,Kuhmo,Sininen tulevaisuus,1
2006,Kuhmo,Suomen Sosialidemokraattinen Puolue,2
2006,Kuhmo,Suomen Keskusta,1
2006,Kuhmo,Kansallinen Kokoomus,1
2006,Kiuruvesi,Suomen Keskusta,1
2006,Pudasjärvi,Suomen Keskusta,1
2006,Pudasjärvi,Suomen Kristillisdemokraatit,1
2006,Kemijärvi,Suomen Sosialidemokraattinen Puolue,8
2006,Kemijärvi,Vasemmistoliitto,11
2006,Kemijärvi,Suomen Keskusta,9
2006,Kemijärvi,Vihreä liitto,3
2006,Kemijärvi,Suomen ruotsalainen kansanpuolue,1
2006,Kemijärvi,Sininen tulevaisuus,1
2006,Kemijärvi,Kansallinen Kokoomus,1
2006,Kokemäki,Kansallinen Kokoomus,1
2006,Suonenjoki,Suomen Keskusta,1
2006,Suonenjoki,Vasemmistoliitto,1
2006,Haapajärvi,Suomen Keskusta,4
