city,year,electoral_district,mention_count
Kuopio,2005,Vaasan vaalipiiri,2
Kuopio,2010,Uudenmaan vaalipiiri,4
Kuopio,2009,Kuopion vaalipiiri,3
Kuopio,2008,Pohjois-Savon vaalipiiri,33
Kuopio,2009,Hämeen vaalipiiri,5
Kuopio,2009,Etelä-Savon vaalipiiri,5
Kuopio,2009,Pohjois-Savon vaalipiiri,38
Kuopio,2011,Ahvenanmaan maakunnan vaalipiiri,2
Kuopio,2009,Kymen vaalipiiri,7
Kuopio,2011,Keski-Suomen läänin vaalipiiri,1
Kuopio,2009,Uudenmaan vaalipiiri,22
Kuopio,2013,Helsingin vaalipiiri,2
Kuopio,2009,Oulun vaalipiiri,9
Kuopio,2009,Oulun läänin vaalipiiri,5
Kuopio,2008,Mikkelin vaalipiiri,1
Kuopio,2011,Pohjois-Savon vaalipiiri,17
Kuopio,2013,Pohjois-Savon vaalipiiri,19
Kuopio,2010,Varsinais-Suomen vaalipiiri,3
Kuopio,2004,Uudenmaan vaalipiiri,8
Kuopio,2007,Varsinais-Suomen vaalipiiri,3
Kuopio,2009,Helsingin vaalipiiri,28
Kuopio,2005,Pohjois-Savon vaalipiiri,14
Kuopio,2008,Pohjois-Karjalan vaalipiiri,4
Kuopio,2004,Kuopion vaalipiiri,5
Kuopio,2011,Uudenmaan läänin vaalipiiri,1
Kuopio,2009,Lapin vaalipiiri,5
Kuopio,2008,Lapin vaalipiiri,2
Kuopio,2012,Etelä-Savon vaalipiiri,4
Kuopio,2010,Pohjois-Savon vaalipiiri,12
Kuopio,2007,Turun läänin eteläinen vaalipiiri,2
Kuopio,2007,Pohjois-Savon vaalipiiri,22
Kuopio,2005,Uudenmaan läänin vaalipiiri,2
Kuopio,2004,Satakunnan vaalipiiri,1
Kuopio,2012,Vaasan vaalipiiri,6
Kuopio,2011,Pohjois-Karjalan vaalipiiri,1
Kuopio,2013,Kymen vaalipiiri,10
Kuopio,2004,Oulun läänin vaalipiiri,2
Kuopio,2004,Pohjois-Savon vaalipiiri,17
Kuopio,2008,Helsingin kaupungin vaalipiiri,1
Kuopio,2013,Etelä-Savon vaalipiiri,2
Kuopio,2008,Ahvenanmaan maakunnan vaalipiiri,2
Kuopio,2005,Kuopion vaalipiiri,9
Kuopio,2007,Hämeen läänin pohjoinen vaalipiiri,1
Kuopio,2011,Keski-Suomen vaalipiiri,2
Kuopio,2005,Pohjois-Karjalan läänin vaalipiiri,1
Kuopio,2007,Mikkelin vaalipiiri,4
Kuopio,2012,Kuopion vaalipiiri,3
Kuopio,2010,Etelä-Savon vaalipiiri,2
Kuopio,2005,Helsingin kaupungin vaalipiiri,2
Kuopio,2013,Uudenmaan vaalipiiri,4
Kuopio,2007,Kymen läänin vaalipiiri,2
Kuopio,2006,Keski-Suomen vaalipiiri,5
Kuopio,2013,Kuopion läänin vaalipiiri,2
Kuopio,2006,Kuopion vaalipiiri,3
Kuopio,2006,Oulun vaalipiiri,2
Kuopio,2006,Vaasan läänin vaalipiiri,2
Kuopio,2011,Vaasan läänin vaalipiiri,1
Kuopio,2011,Kymen vaalipiiri,6
Kuopio,2009,Ahvenanmaan maakunnan vaalipiiri,2
Kuopio,2013,Hämeen läänin pohjoinen vaalipiiri,2
Kuopio,2008,Vaasan vaalipiiri,2
Kuopio,2006,Pohjois-Savon vaalipiiri,14
Kuopio,2005,Oulun vaalipiiri,3
Kuopio,2009,Keski-Suomen vaalipiiri,7
Kuopio,2009,Kymen läänin vaalipiiri,2
Kuopio,2011,Vaasan vaalipiiri,5
Kuopio,2010,Helsingin vaalipiiri,4
Kuopio,2013,Varsinais-Suomen vaalipiiri,1
Kuopio,2009,Pohjois-Karjalan vaalipiiri,2
Kuopio,2005,Turun läänin eteläinen vaalipiiri,2
Kuopio,2006,Pirkanmaan vaalipiiri,1
Kuopio,2008,Oulun vaalipiiri,2
Kuopio,2012,Hämeen läänin pohjoinen vaalipiiri,1
Kuopio,2004,Kymen läänin vaalipiiri,3
Kuopio,2007,Uudenmaan vaalipiiri,5
Kuopio,2012,Hämeen vaalipiiri,2
Kuopio,2004,Pohjois-Karjalan läänin vaalipiiri,4
Kuopio,2005,Helsingin vaalipiiri,4
Kuopio,2008,Oulun läänin vaalipiiri,3
Kuopio,2006,Kymen vaalipiiri,2
Kuopio,2007,Satakunnan vaalipiiri,2
Kuopio,2011,Uudenmaan vaalipiiri,1
Kuopio,2013,Hämeen vaalipiiri,2
Kuopio,2006,Turun läänin pohjoinen vaalipiiri,1
Kuopio,2007,Pohjois-Karjalan vaalipiiri,1
Kuopio,2006,Helsingin vaalipiiri,6
Kuopio,2012,Pirkanmaan vaalipiiri,2
Kuopio,2008,Kuopion vaalipiiri,6
Kuopio,2012,Kymen vaalipiiri,12
Kuopio,2010,Vaasan vaalipiiri,2
Kuopio,2006,Uudenmaan vaalipiiri,8
Kuopio,2010,Ahvenanmaan maakunnan vaalipiiri,3
Kuopio,2012,Lapin vaalipiiri,2
Kuopio,2009,Uudenmaan läänin vaalipiiri,1
Kuopio,2013,Lapin vaalipiiri,1
Kuopio,2006,Kymen läänin vaalipiiri,3
Kuopio,2006,Oulun läänin vaalipiiri,1
Kuopio,2005,Kymen läänin vaalipiiri,2
Kuopio,2012,Pohjois-Savon vaalipiiri,12
Kuopio,2013,Pohjois-Karjalan vaalipiiri,1
Kuopio,2009,NaN,1
Kuopio,2005,Oulun läänin vaalipiiri,2
Kuopio,2010,Kymen läänin vaalipiiri,2
Kuopio,2013,Oulun vaalipiiri,2
Kuopio,2007,Hämeen läänin eteläinen vaalipiiri,1
Kuopio,2005,Uudenmaan vaalipiiri,4
Kuopio,2010,Oulun läänin vaalipiiri,1
Kuopio,2010,Keski-Suomen vaalipiiri,2
Kuopio,2007,Helsingin vaalipiiri,3
Kuopio,2004,Pohjois-Karjalan vaalipiiri,2
Kuopio,2007,Ahvenanmaan maakunnan vaalipiiri,2
Kuopio,2008,Pirkanmaan vaalipiiri,3
Kuopio,2010,Hämeen läänin pohjoinen vaalipiiri,1
Kuopio,2008,Satakunnan vaalipiiri,1
Kuopio,2004,Helsingin vaalipiiri,3
Kuopio,2008,Varsinais-Suomen vaalipiiri,3
Kuopio,2010,Pohjois-Karjalan läänin vaalipiiri,1
Kuopio,2008,Keski-Suomen vaalipiiri,5
Kuopio,2006,Pohjois-Karjalan läänin vaalipiiri,2
Kuopio,2007,Kymen vaalipiiri,2
Kuopio,2008,Keski-Suomen läänin vaalipiiri,1
Kuopio,2008,Uudenmaan vaalipiiri,5
Kuopio,2013,Pirkanmaan vaalipiiri,1
Kuopio,2008,Helsingin vaalipiiri,7
Kuopio,2007,Kuopion vaalipiiri,2
Kuopio,2011,Helsingin vaalipiiri,3
Kuopio,2004,Turun läänin eteläinen vaalipiiri,1
Kuopio,2006,Vaasan vaalipiiri,1
Kuopio,2008,Kymen vaalipiiri,2
Kuopio,2010,Oulun vaalipiiri,1
Kuopio,2005,Keski-Suomen läänin vaalipiiri,1
Kuopio,2011,Oulun läänin vaalipiiri,1
Kuopio,2004,Varsinais-Suomen vaalipiiri,1
Kuopio,2012,Keski-Suomen läänin vaalipiiri,3
Kuopio,2006,Turun läänin eteläinen vaalipiiri,1
Kuopio,2011,Pirkanmaan vaalipiiri,1
Kuopio,2011,Oulun vaalipiiri,2
Kuopio,2010,Hämeen läänin eteläinen vaalipiiri,1
Kuopio,2012,Oulun vaalipiiri,3
Kuopio,2013,Pohjois-Karjalan läänin vaalipiiri,1
Kuopio,2008,Etelä-Savon vaalipiiri,1
Kuopio,2008,Kymen läänin vaalipiiri,5
Kuopio,2004,Vaasan vaalipiiri,1
Kuopio,2013,Keski-Suomen vaalipiiri,1
Kuopio,2005,Mikkelin vaalipiiri,1
Kuopio,2004,Hämeen läänin pohjoinen vaalipiiri,1
Kuopio,2009,Pirkanmaan vaalipiiri,1
Kuopio,2009,Varsinais-Suomen vaalipiiri,2
Kuopio,2011,Mikkelin vaalipiiri,1
Kuopio,2010,Mikkelin vaalipiiri,1
Kuopio,2009,Mikkelin vaalipiiri,2
Kuopio,2009,Hämeen läänin pohjoinen vaalipiiri,2
Kuopio,2004,Keski-Suomen vaalipiiri,3
Kuopio,2004,Vaasan läänin vaalipiiri,1
Kuopio,2008,Turun läänin eteläinen vaalipiiri,2
Kuopio,2007,Vaasan vaalipiiri,4
Kuopio,2012,Pohjois-Karjalan vaalipiiri,1
Kuopio,2013,Keski-Suomen läänin vaalipiiri,3
Kuopio,2012,Turun läänin eteläinen vaalipiiri,1
Kuopio,2013,Satakunnan vaalipiiri,1
Kuopio,2010,Kuopion vaalipiiri,2
Kuopio,2007,Helsingin kaupungin vaalipiiri,1
Kuopio,2009,Turun läänin eteläinen vaalipiiri,1
Kuopio,2013,Kuopion vaalipiiri,1
Kuopio,2006,Mikkelin vaalipiiri,1
Kuopio,2011,Pohjois-Karjalan läänin vaalipiiri,1
Kuopio,2005,Lapin vaalipiiri,1
Kuopio,2005,Keski-Suomen vaalipiiri,1
Kuopio,2006,Hämeen vaalipiiri,1
Kuopio,2007,Etelä-Savon vaalipiiri,1
Kuopio,2004,Lapin vaalipiiri,2
Kuopio,2007,Keski-Suomen vaalipiiri,1
Kuopio,2011,Kuopion vaalipiiri,1
Kuopio,2010,Hämeen vaalipiiri,1
Kuopio,2006,Ahvenanmaan maakunnan vaalipiiri,1
Kuopio,2006,Uudenmaan läänin vaalipiiri,1
Kuopio,2007,Uudenmaan läänin vaalipiiri,1
Lahti,2006,Oulun läänin vaalipiiri,5
Lahti,2008,Varsinais-Suomen vaalipiiri,1
Lahti,2006,Vaasan läänin vaalipiiri,4
Lahti,2006,Helsingin vaalipiiri,7
Lahti,2010,Hämeen läänin eteläinen vaalipiiri,13
Lahti,2004,Uudenmaan läänin vaalipiiri,4
Lahti,2005,Uudenmaan vaalipiiri,7
Lahti,2005,Hämeen läänin eteläinen vaalipiiri,25
Lahti,2006,Kymen läänin vaalipiiri,5
Lahti,2011,Hämeen vaalipiiri,12
Lahti,2006,Keski-Suomen vaalipiiri,2
Lahti,2006,Hämeen läänin eteläinen vaalipiiri,29
Lahti,2007,Kymen läänin vaalipiiri,2
Lahti,2008,Kuopion vaalipiiri,2
Lahti,2011,Vaasan vaalipiiri,1
Lahti,2006,Oulun vaalipiiri,2
Lahti,2005,Hämeen vaalipiiri,9
Lahti,2011,Oulun vaalipiiri,1
Lahti,2007,Uudenmaan vaalipiiri,3
Lahti,2010,Oulun läänin vaalipiiri,3
Lahti,2012,Hämeen vaalipiiri,45
Lahti,2008,Hämeen vaalipiiri,13
Lahti,2005,Kymen läänin vaalipiiri,8
Lahti,2006,Hämeen vaalipiiri,36
Lahti,2012,Uudenmaan vaalipiiri,6
Lahti,2008,Uudenmaan vaalipiiri,7
Lahti,2006,Kuopion vaalipiiri,3
Lahti,2007,Satakunnan vaalipiiri,3
Lahti,2009,Hämeen vaalipiiri,11
Lahti,2007,Varsinais-Suomen vaalipiiri,1
Lahti,2010,Kymen läänin vaalipiiri,2
Lahti,2006,Uudenmaan läänin vaalipiiri,2
Lahti,2006,Varsinais-Suomen vaalipiiri,1
Lahti,2007,Uudenmaan läänin vaalipiiri,3
Lahti,2004,Hämeen läänin eteläinen vaalipiiri,8
Lahti,2012,Oulun vaalipiiri,1
Lahti,2013,Hämeen läänin eteläinen vaalipiiri,3
Lahti,2005,Hämeen läänin pohjoinen vaalipiiri,1
Lahti,2006,Uudenmaan vaalipiiri,5
Lahti,2013,Hämeen vaalipiiri,11
Lahti,2004,Keski-Suomen vaalipiiri,1
Lahti,2008,Keski-Suomen vaalipiiri,7
Lahti,2009,Lapin vaalipiiri,1
Lahti,2005,Helsingin vaalipiiri,2
Lahti,2010,Satakunnan vaalipiiri,1
Lahti,2005,Kymen vaalipiiri,3
Lahti,2004,Satakunnan vaalipiiri,2
Lahti,2010,Hämeen vaalipiiri,15
Lahti,2013,Uudenmaan vaalipiiri,3
Lahti,2013,Pohjois-Savon vaalipiiri,2
Lahti,2007,Hämeen läänin eteläinen vaalipiiri,16
Lahti,2010,Oulun vaalipiiri,1
Lahti,2005,Vaasan vaalipiiri,2
Lahti,2006,Lapin vaalipiiri,3
Lahti,2010,Helsingin vaalipiiri,2
Lahti,2011,Uudenmaan vaalipiiri,2
Lahti,2013,Satakunnan vaalipiiri,1
Lahti,2004,Varsinais-Suomen vaalipiiri,1
Lahti,2005,Turun läänin pohjoinen vaalipiiri,2
Lahti,2007,Vaasan vaalipiiri,1
Lahti,2013,Kymen vaalipiiri,3
Lahti,2005,Varsinais-Suomen vaalipiiri,1
Lahti,2011,Hämeen läänin eteläinen vaalipiiri,6
Lahti,2012,Helsingin kaupungin vaalipiiri,1
Lahti,2007,Hämeen vaalipiiri,10
Lahti,2010,Varsinais-Suomen vaalipiiri,3
Lahti,2006,Kymen vaalipiiri,3
Lahti,2005,Oulun läänin vaalipiiri,1
Lahti,2010,Uudenmaan vaalipiiri,9
Lahti,2008,Oulun läänin vaalipiiri,1
Lahti,2011,Keski-Suomen vaalipiiri,4
Lahti,2007,Oulun läänin vaalipiiri,1
Lahti,2005,Keski-Suomen vaalipiiri,1
Lahti,2007,Helsingin vaalipiiri,1
Lahti,2012,Hämeen läänin pohjoinen vaalipiiri,1
Lahti,2013,Keski-Suomen vaalipiiri,2
Lahti,2009,Hämeen läänin eteläinen vaalipiiri,13
Lahti,2007,Keski-Suomen vaalipiiri,2
Lahti,2007,Vaasan läänin vaalipiiri,2
Lahti,2009,Oulun läänin vaalipiiri,2
Lahti,2004,Kymen läänin vaalipiiri,3
Lahti,2012,Hämeen läänin eteläinen vaalipiiri,3
Lahti,2006,Helsingin kaupungin vaalipiiri,1
Lahti,2008,Helsingin kaupungin vaalipiiri,1
Lahti,2013,Lapin vaalipiiri,1
Lahti,2007,Hämeen läänin pohjoinen vaalipiiri,2
Lahti,2006,Pirkanmaan vaalipiiri,1
Lahti,2013,Kuopion vaalipiiri,1
Lahti,2008,Satakunnan vaalipiiri,1
Lahti,2006,Turun läänin pohjoinen vaalipiiri,1
Lahti,2007,Pirkanmaan vaalipiiri,3
Lahti,2009,Keski-Suomen vaalipiiri,4
Lahti,2008,Helsingin vaalipiiri,1
Lahti,2007,Kuopion vaalipiiri,1
Lahti,2004,Helsingin kaupungin vaalipiiri,2
Lahti,2012,Pirkanmaan vaalipiiri,2
Lahti,2010,Lapin vaalipiiri,1
Lahti,2006,Hämeen läänin pohjoinen vaalipiiri,1
Lahti,2007,Pohjois-Karjalan läänin vaalipiiri,1
Lahti,2012,Pohjois-Savon vaalipiiri,2
Lahti,2009,Uudenmaan vaalipiiri,2
Lahti,2008,Kymen läänin vaalipiiri,4
Lahti,2004,Uudenmaan vaalipiiri,1
Lahti,2008,Hämeen läänin eteläinen vaalipiiri,5
Lahti,2005,Turun läänin eteläinen vaalipiiri,1
Lahti,2007,Helsingin kaupungin vaalipiiri,1
Lahti,2006,Pohjois-Savon vaalipiiri,2
Lahti,2011,Pohjois-Savon vaalipiiri,1
Lahti,2004,Turun läänin eteläinen vaalipiiri,1
Lahti,2007,Kymen vaalipiiri,2
Lahti,2008,Turun läänin eteläinen vaalipiiri,1
Lahti,2004,Lapin vaalipiiri,1
Lahti,2006,Vaasan vaalipiiri,2
Lahti,2013,Keski-Suomen läänin vaalipiiri,1
Lahti,2010,Pohjois-Karjalan läänin vaalipiiri,2
Lahti,2011,Vaasan läänin vaalipiiri,1
Lahti,2013,Pirkanmaan vaalipiiri,1
Lahti,2008,Kymen vaalipiiri,1
Lahti,2004,Pirkanmaan vaalipiiri,2
Lahti,2012,Kymen vaalipiiri,2
Lahti,2005,Helsingin kaupungin vaalipiiri,1
Lahti,2008,Etelä-Savon vaalipiiri,1
Lahti,2009,Oulun vaalipiiri,2
Lahti,2004,Hämeen läänin pohjoinen vaalipiiri,1
Lahti,2011,Varsinais-Suomen vaalipiiri,1
Lahti,2004,Pohjois-Savon vaalipiiri,1
Lahti,2013,Helsingin vaalipiiri,1
Lahti,2006,Mikkelin vaalipiiri,3
Lahti,2010,Pirkanmaan vaalipiiri,2
Lahti,2007,Mikkelin vaalipiiri,1
Lahti,2005,Oulun vaalipiiri,1
Lahti,2005,Pohjois-Savon vaalipiiri,1
Lahti,2013,Oulun vaalipiiri,1
Lahti,2010,Keski-Suomen läänin vaalipiiri,1
Lahti,2012,Vaasan vaalipiiri,1
Lahti,2007,Keski-Suomen läänin vaalipiiri,1
Lahti,2005,Pirkanmaan vaalipiiri,1
Lahti,2009,Satakunnan vaalipiiri,1
Lahti,2010,Keski-Suomen vaalipiiri,1
Lahti,2006,Pohjois-Karjalan läänin vaalipiiri,1
Lahti,2009,Vaasan läänin vaalipiiri,1
Pori,2006,Satakunnan vaalipiiri,2
Pori,2010,Kymen läänin vaalipiiri,1
Pori,2011,Helsingin vaalipiiri,1
Pori,2004,Hämeen läänin eteläinen vaalipiiri,1
Pori,2012,Satakunnan vaalipiiri,11
Pori,2004,Hämeen läänin pohjoinen vaalipiiri,1
Pori,2010,Satakunnan vaalipiiri,18
Pori,2007,Varsinais-Suomen vaalipiiri,2
Pori,2007,Hämeen läänin eteläinen vaalipiiri,1
Pori,2005,Vaasan läänin vaalipiiri,3
Pori,2008,Satakunnan vaalipiiri,18
Pori,2009,Satakunnan vaalipiiri,23
Pori,2009,Turun läänin eteläinen vaalipiiri,1
Pori,2005,Oulun vaalipiiri,1
Pori,2010,Varsinais-Suomen vaalipiiri,4
Pori,2007,Kymen läänin vaalipiiri,1
Pori,2009,Turun läänin pohjoinen vaalipiiri,4
Pori,2006,Turun läänin pohjoinen vaalipiiri,2
Pori,2006,Hämeen läänin eteläinen vaalipiiri,3
Pori,2011,Keski-Suomen vaalipiiri,3
Pori,2007,Satakunnan vaalipiiri,24
Pori,2010,Pohjois-Karjalan vaalipiiri,1
Pori,2012,Helsingin vaalipiiri,2
Pori,2008,Kymen läänin vaalipiiri,2
Pori,2004,Turun läänin pohjoinen vaalipiiri,6
Pori,2004,Lapin vaalipiiri,1
Pori,2011,Vaasan vaalipiiri,2
Pori,2006,Kuopion läänin vaalipiiri,3
Pori,2011,Oulun vaalipiiri,2
Pori,2009,Keski-Suomen vaalipiiri,2
Pori,2013,Turun läänin pohjoinen vaalipiiri,1
Pori,2004,Pohjois-Karjalan vaalipiiri,1
Pori,2011,Satakunnan vaalipiiri,3
Pori,2011,Varsinais-Suomen vaalipiiri,4
Pori,2007,Keski-Suomen vaalipiiri,5
Pori,2012,Turun läänin eteläinen vaalipiiri,1
Pori,2012,Pirkanmaan vaalipiiri,5
Pori,2007,Kuopion läänin vaalipiiri,1
Pori,2007,Hämeen vaalipiiri,1
Pori,2012,Hämeen läänin eteläinen vaalipiiri,2
Pori,2010,Pohjois-Karjalan läänin vaalipiiri,1
Pori,2004,Uudenmaan vaalipiiri,2
Pori,2009,Pohjois-Karjalan vaalipiiri,1
Pori,2013,Satakunnan vaalipiiri,5
Pori,2007,Pohjois-Savon vaalipiiri,1
Pori,2010,Hämeen vaalipiiri,1
Pori,2009,Pohjois-Savon vaalipiiri,1
Pori,2005,Hämeen läänin eteläinen vaalipiiri,2
Pori,2013,Oulun vaalipiiri,1
Pori,2005,Vaasan vaalipiiri,2
Pori,2011,Kuopion vaalipiiri,1
Pori,2012,Hämeen vaalipiiri,3
Pori,2010,Lapin vaalipiiri,3
Pori,2006,Vaasan läänin vaalipiiri,3
Pori,2012,Uudenmaan vaalipiiri,1
Pori,2004,Varsinais-Suomen vaalipiiri,1
Pori,2012,Pohjois-Savon vaalipiiri,1
Pori,2007,Mikkelin vaalipiiri,1
Pori,2008,Keski-Suomen vaalipiiri,5
Pori,2005,Turun läänin pohjoinen vaalipiiri,9
Pori,2008,Uudenmaan vaalipiiri,2
Pori,2005,Keski-Suomen vaalipiiri,2
Pori,2006,Vaasan vaalipiiri,2
Pori,2004,Oulun läänin vaalipiiri,1
Pori,2013,Uudenmaan vaalipiiri,1
Pori,2012,Varsinais-Suomen vaalipiiri,2
Pori,2011,Hämeen vaalipiiri,2
Pori,2013,Pirkanmaan vaalipiiri,3
Pori,2004,Keski-Suomen läänin vaalipiiri,2
Pori,2013,Kymen vaalipiiri,1
Pori,2010,Vaasan vaalipiiri,3
Pori,2004,Satakunnan vaalipiiri,3
Pori,2010,Keski-Suomen vaalipiiri,3
Pori,2013,Helsingin vaalipiiri,1
Pori,2008,Pirkanmaan vaalipiiri,1
Pori,2006,Uudenmaan vaalipiiri,1
Pori,2010,Turun läänin pohjoinen vaalipiiri,2
Pori,2006,Pirkanmaan vaalipiiri,4
Pori,2009,Uudenmaan vaalipiiri,1
Pori,2008,Helsingin kaupungin vaalipiiri,3
Pori,2009,Kymen vaalipiiri,4
Pori,2011,Pirkanmaan vaalipiiri,1
Pori,2009,Varsinais-Suomen vaalipiiri,1
Pori,2009,Hämeen vaalipiiri,2
Pori,2009,Pohjois-Karjalan läänin vaalipiiri,1
Pori,2010,Helsingin vaalipiiri,1
Pori,2007,Oulun läänin vaalipiiri,1
Pori,2004,Keski-Suomen vaalipiiri,2
Pori,2006,Varsinais-Suomen vaalipiiri,1
Pori,2010,Oulun läänin vaalipiiri,1
Pori,2004,Kymen läänin vaalipiiri,1
Pori,2011,Kymen vaalipiiri,1
Pori,2006,Mikkelin vaalipiiri,1
Pori,2008,Oulun vaalipiiri,3
Pori,2011,Hämeen läänin pohjoinen vaalipiiri,1
Pori,2007,Turun läänin pohjoinen vaalipiiri,1
Pori,2005,Hämeen vaalipiiri,2
Pori,2011,Hämeen läänin eteläinen vaalipiiri,2
Pori,2013,Vaasan vaalipiiri,2
Pori,2009,NaN,1
Pori,2004,Helsingin vaalipiiri,1
Pori,2013,Mikkelin vaalipiiri,1
Pori,2010,Pohjois-Savon vaalipiiri,1
Pori,2010,Kuopion vaalipiiri,1
Pori,2008,Turun läänin pohjoinen vaalipiiri,1
Pori,2007,Uudenmaan vaalipiiri,1
Pori,2008,Kuopion vaalipiiri,1
Pori,2012,Vaasan vaalipiiri,1
Pori,2009,Helsingin vaalipiiri,1
Pori,2009,Pirkanmaan vaalipiiri,1
Pori,2009,Vaasan vaalipiiri,1
Kouvola,2012,Kymen vaalipiiri,38
Kouvola,2013,Kymen vaalipiiri,22
Kouvola,2012,Helsingin vaalipiiri,2
Kouvola,2008,Kymen läänin vaalipiiri,8
Kouvola,2012,Vaasan vaalipiiri,7
Kouvola,2006,Mikkelin vaalipiiri,2
Kouvola,2011,Helsingin vaalipiiri,3
Kouvola,2011,Kymen vaalipiiri,29
Kouvola,2010,Kymen vaalipiiri,8
Kouvola,2005,Oulun läänin vaalipiiri,3
Kouvola,2005,Kymen vaalipiiri,7
Kouvola,2009,Kymen vaalipiiri,10
Kouvola,2010,Kymen läänin vaalipiiri,15
Kouvola,2010,Pohjois-Savon vaalipiiri,1
Kouvola,2005,Kymen läänin vaalipiiri,11
Kouvola,2008,Kymen vaalipiiri,6
Kouvola,2012,Uudenmaan vaalipiiri,1
Kouvola,2013,Oulun vaalipiiri,2
Kouvola,2012,Satakunnan vaalipiiri,3
Kouvola,2006,Kymen vaalipiiri,9
Kouvola,2007,Kymen vaalipiiri,3
Kouvola,2008,Uudenmaan vaalipiiri,6
Kouvola,2013,Hämeen vaalipiiri,2
Kouvola,2004,Kymen vaalipiiri,7
Kouvola,2006,Kymen läänin vaalipiiri,6
Kouvola,2007,Helsingin vaalipiiri,1
Kouvola,2012,Etelä-Savon vaalipiiri,3
Kouvola,2005,Pohjois-Savon vaalipiiri,1
Kouvola,2009,Lapin vaalipiiri,1
Kouvola,2005,Helsingin vaalipiiri,2
Kouvola,2011,Kymen läänin vaalipiiri,8
Kouvola,2008,Helsingin vaalipiiri,1
Kouvola,2007,Kymen läänin vaalipiiri,4
Kouvola,2013,Lapin vaalipiiri,4
Kouvola,2005,Hämeen vaalipiiri,5
Kouvola,2011,Uudenmaan vaalipiiri,3
Kouvola,2005,Keski-Suomen vaalipiiri,2
Kouvola,2012,Keski-Suomen vaalipiiri,6
Kouvola,2011,Pohjois-Savon vaalipiiri,2
Kouvola,2008,Keski-Suomen vaalipiiri,1
Kouvola,2008,Pirkanmaan vaalipiiri,1
Kouvola,2009,Kymen läänin vaalipiiri,7
Kouvola,2013,Keski-Suomen vaalipiiri,1
Kouvola,2010,Helsingin vaalipiiri,2
Kouvola,2012,Pohjois-Savon vaalipiiri,1
Kouvola,2008,Varsinais-Suomen vaalipiiri,1
Kouvola,2011,Hämeen vaalipiiri,4
Kouvola,2011,Keski-Suomen vaalipiiri,1
Kouvola,2006,Helsingin vaalipiiri,2
Kouvola,2006,Uudenmaan vaalipiiri,5
Kouvola,2012,Oulun vaalipiiri,4
Kouvola,2011,Oulun vaalipiiri,1
Kouvola,2005,Kuopion vaalipiiri,1
Kouvola,2012,Lapin vaalipiiri,1
Kouvola,2012,Varsinais-Suomen vaalipiiri,1
Kouvola,2009,Keski-Suomen vaalipiiri,1
Kouvola,2005,Uudenmaan vaalipiiri,3
Kouvola,2013,Pohjois-Savon vaalipiiri,1
Kouvola,2004,Keski-Suomen vaalipiiri,2
Kouvola,2005,Vaasan läänin vaalipiiri,2
Kouvola,2008,Kuopion vaalipiiri,1
Kouvola,2006,Hämeen läänin eteläinen vaalipiiri,1
Kouvola,2010,Pohjois-Karjalan läänin vaalipiiri,1
Kouvola,2010,Oulun vaalipiiri,1
Kouvola,2008,Hämeen läänin pohjoinen vaalipiiri,1
Kouvola,2004,Kymen läänin vaalipiiri,5
Kouvola,2010,Uudenmaan vaalipiiri,1
Kouvola,2006,Hämeen vaalipiiri,2
Kouvola,2011,Vaasan vaalipiiri,1
Kouvola,2013,Satakunnan vaalipiiri,1
Kouvola,2009,Vaasan läänin vaalipiiri,1
Kouvola,2005,Hämeen läänin eteläinen vaalipiiri,2
Kouvola,2005,Vaasan vaalipiiri,1
Kouvola,2012,Kuopion läänin vaalipiiri,1
Kouvola,2008,Vaasan läänin vaalipiiri,1
Kouvola,2010,Vaasan vaalipiiri,1
Kouvola,2012,Hämeen vaalipiiri,3
Kouvola,2011,Pirkanmaan vaalipiiri,1
Kouvola,2006,Keski-Suomen vaalipiiri,1
Kouvola,2006,Uudenmaan läänin vaalipiiri,1
Kouvola,2004,Oulun läänin vaalipiiri,2
Kouvola,2007,Keski-Suomen läänin vaalipiiri,1
Kouvola,2008,Vaasan vaalipiiri,1
Kouvola,2008,Oulun vaalipiiri,1
Kouvola,2012,Pirkanmaan vaalipiiri,1
Kouvola,2004,Oulun vaalipiiri,1
Kouvola,2006,Kuopion vaalipiiri,1
Kouvola,2013,Uudenmaan vaalipiiri,1
Kouvola,2013,Oulun läänin vaalipiiri,1
Kouvola,2013,Etelä-Savon vaalipiiri,2
Kouvola,2006,Vaasan läänin vaalipiiri,1
Kouvola,2009,Uudenmaan vaalipiiri,1
Kouvola,2008,Etelä-Savon vaalipiiri,1
Kouvola,2010,Mikkelin vaalipiiri,1
Kouvola,2010,Etelä-Savon vaalipiiri,1
Joensuu,2009,Keski-Suomen vaalipiiri,5
Joensuu,2012,Pohjois-Savon vaalipiiri,3
Joensuu,2009,Pohjois-Karjalan vaalipiiri,10
Joensuu,2006,Pohjois-Karjalan vaalipiiri,17
Joensuu,2011,Pohjois-Karjalan vaalipiiri,7
Joensuu,2007,Pohjois-Karjalan läänin vaalipiiri,12
Joensuu,2013,Lapin vaalipiiri,1
Joensuu,2010,Pohjois-Karjalan vaalipiiri,8
Joensuu,2007,Keski-Suomen vaalipiiri,7
Joensuu,2013,Pohjois-Savon vaalipiiri,3
Joensuu,2004,Pohjois-Karjalan vaalipiiri,14
Joensuu,2009,Kymen vaalipiiri,2
Joensuu,2012,Kymen vaalipiiri,3
Joensuu,2012,Pohjois-Karjalan vaalipiiri,18
